criterion,dutyName.x.x,dutyTel3,hpid,hv1,hv10,hv11,hv12,hv2,hv3,hv4,hv5,hv6,hv7,hv8,hv9,hvamyn,hvangioayn,hvcc,hvccc,hvctayn,hvec,hvgc,hvicc,hvidate,hvmriayn,hvncc,hvoc,hvventiayn,phpid,rnum,dutyName.y,mkioskty25,mkioskty1,mkioskty2,mkioskty3,mkioskty4,mkioskty5,mkioskty6,mkioskty7,mkioskty8,mkioskty9,mkioskty10,mkioskty11,dutyName.x.y,score
3,해남우리종합병원,061-530-7119,A2600077,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,36,6,2.02E+13,Y,0,2,Y,A2600077,342,해남우리종합병원,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,해남우리종합병원,86.75882276
2,의료법인행촌의료재단해남종합병원,061-530-0119,A2600009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,134,4,2.02E+13,Y,0,3,Y,A2600009,343,의료법인행촌의료재단해남종합병원,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,의료법인행촌의료재단해남종합병원,61.84401231
2,화순전남대학교병원,061-379-8882,A2600001,0,Y,Y,0,4,5,0,Y,0,Y,0,0,Y,N,0,0,Y,9,21,0,2.02E+13,Y,1,10,Y,A2600001,344,화순전남대학교병원,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,화순전남대학교병원,121.3120124
2,의료법인석천재단고창병원,063-560-5558,A2500009,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,93,0,2.02E+13,Y,0,2,Y,A2500009,346,의료법인석천재단고창병원,Y,N,N,N,Y,N,Y,N,Y,N,N,N,의료법인석천재단고창병원,58.34007187
2,전라북도군산의료원,063-472-5130,A2500007,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,17,129,12,2.02E+13,Y,0,6,Y,A2500007,347,전라북도군산의료원,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,전라북도군산의료원,94.31729186
2,의료법인오성의료재단동군산병원,063-440-0515,A2500012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,54,5,2.02E+13,Y,0,6,Y,A2500012,348,의료법인오성의료재단동군산병원,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,의료법인오성의료재단동군산병원,89.3537644
2,전라북도 남원의료원,063-620-1119,A2500004,0,0,Y,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,19,109,0,2.02E+13,Y,0,3,Y,A2500004,349,전라북도,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,전라북도 남원의료원,82.58853782
1,의료법인혜성병원,063-583-5001,A2500018,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,7,53,0,2.02E+13,Y,0,1,Y,A2500018,351,의료법인혜성병원,Y,N,N,N,Y,N,N,N,Y,N,N,N,의료법인혜성병원,49.34939976
1,부안성모병원,063-580-8119,A2500010,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,64,2,2.02E+13,Y,0,3,Y,A2500010,352,부안성모병원,N,N,N,N,Y,N,Y,N,N,N,N,N,부안성모병원,50.12786694
2,원광대학교병원,063-859-1165,A2500001,0,Y,Y,0,1,2,0,Y,0,Y,0,5,Y,N,0,0,Y,-9,61,0,2.02E+13,Y,12,2,Y,A2500001,354,원광대학교병원,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,원광대학교병원,167.277687
2,의료법인대산의료재단익산병원,063-840-9112,A2500011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,15,26,4,2.02E+13,Y,0,5,Y,A2500011,355,의료법인대산의료재단익산병원,N,N,N,Y,Y,N,Y,N,Y,N,N,N,의료법인대산의료재단익산병원,65.55543324
1,전북대학교병원,063-250-1131,A2500002,0,Y,Y,0,1,0,0,Y,10,Y,0,0,Y,N,0,0,Y,1,195,0,2.02E+13,Y,16,20,Y,A2500002,358,전북대학교병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,전북대학교병원,218.5435976
3,대자인병원,063-250-8701,A2500056,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,43,8,2.02E+13,Y,0,6,Y,A2500056,359,대자인병원,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,대자인병원,87.13102409
2,재단법인예수병원유지재단예수병원,063-230-8280,A2500006,0,Y,Y,0,0,0,0,Y,2,Y,0,0,Y,N,0,0,Y,36,120,3,2.02E+13,Y,9,10,Y,A2500006,361,재단법인예수병원유지재단예수병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,재단법인예수병원유지재단예수병원,173.2573557
2,의료법인영경의료재단전주병원,063-226-6119,A2500005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,15,4,2.02E+13,Y,0,3,Y,A2500005,362,의료법인영경의료재단전주병원,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,의료법인영경의료재단전주병원,63.12056924
2,재단법인 아산사회복지재단 정읍아산병원,063-530-6129,A2500008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,18,31,3,2.02E+13,Y,0,3,Y,A2500008,363,재단법인,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,재단법인 아산사회복지재단 정읍아산병원,76.35630072
3,진안군의료원,063-430-7119,A2502031,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,6,47,0,2.02E+13,N1,0,2,Y,A2502031,364,진안군의료원,N,N,N,N,Y,N,N,N,N,N,N,N,진안군의료원,33.21102308
2,제주특별자치도 서귀포의료원,064-730-3001,A2900002,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,97,6,2.02E+13,Y,0,4,Y,A2900002,365,제주특별자치도,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,제주특별자치도 서귀포의료원,94.68052003
3,제주한라병원,064-740-5159,A2900001,0,Y,Y,0,0,0,0,Y,0,Y,0,13,Y,N,0,0,Y,10,57,2,2.02E+13,Y,2,6,Y,A2900001,366,제주한라병원,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,제주한라병원,136.7834465
#N/A,한국병원,064-750-0119,A2900003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,75,7,2.02E+13,Y,0,2,Y,A2900003,367,한국병원,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,한국병원,66.7677418
2,제주대학교병원,064-717-1903,A2900007,0,Y,Y,0,4,2,0,Y,0,Y,0,0,Y,N,0,0,Y,6,84,0,2.02E+13,Y,10,12,Y,A2900007,368,제주대학교병원,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,제주대학교병원,174.8852265
2,한마음병원,064-750-9846,A2900005,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,9,13,3,2.02E+13,Y,0,4,Y,A2900005,369,한마음병원,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,한마음병원,90.6046675
1,의료법인 중앙의료재단 중앙병원,064-786-7119,A2900006,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,14,126,13,2.02E+13,Y,0,6,Y,A2900006,370,의료법인,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,의료법인 중앙의료재단 중앙병원,84.24901021
1,의료법인백제병원,041-730-8882,A2400009,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,16,108,3,2.02E+13,Y,0,3,Y,A2400009,372,의료법인백제병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,의료법인백제병원,102.5473938
2,당진종합병원,070-7332-8248,A2400008,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,95,3,2.02E+13,Y,0,4,Y,A2400008,373,당진종합병원,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,당진종합병원,75.5326738
2,재단법인아산사회복지재단보령아산병원,041-930-5333,A2400011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,5,37,3,2.02E+13,Y,0,2,Y,A2400011,374,재단법인아산사회복지재단보령아산병원,N,N,N,N,Y,N,N,N,N,N,N,N,재단법인아산사회복지재단보령아산병원,41.83435971
1,학교법인건양학원건양대학교부여병원,041-837-1201,A2400038,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,10,16,0,2.02E+13,N1,0,1,Y,A2400038,375,학교법인건양학원건양대학교부여병원,N,N,N,N,N,N,N,N,N,N,N,N,학교법인건양학원건양대학교부여병원,17.89005735
2,서산중앙병원,041-661-1195,A2400003,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,31,4,2.02E+13,Y,0,3,Y,A2400003,376,서산중앙병원,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,서산중앙병원,64.72816736
2,충청남도서산의료원,041-689-7119,A2400006,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,14,29,2,2.02E+13,Y,0,2,Y,A2400006,377,충청남도서산의료원,Y,N,N,Y,Y,N,N,N,Y,N,N,N,충청남도서산의료원,57.74162602
2,아산충무병원,041-536-6519,A2402257,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,168,7,2.02E+13,Y,0,3,Y,A2402257,379,아산충무병원,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,아산충무병원,99.97365767
2,단국대학교의과대학부속병원,041-550-6840,A2400002,0,Y,Y,0,0,1,0,Y,1,Y,0,3,Y,N,0,0,Y,16,52,0,2.02E+13,Y,0,11,Y,A2400002,380,단국대학교의과대학부속병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,단국대학교의과대학부속병원,176.9595204
3,학교법인동은학원순천향대학교부속천안병원,041-570-2299,A2400001,0,Y,Y,0,2,3,0,Y,0,Y,0,0,Y,N,0,0,Y,7,63,1,2.02E+13,Y,-2,12,Y,A2400001,381,학교법인동은학원순천향대학교부속천안병원,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,학교법인동은학원순천향대학교부속천안병원,180.7852699
3,충청남도천안의료원,NA,A2400005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,12,223,0,2.02E+13,Y,0,4,Y,A2400005,382,충청남도천안의료원,N,N,N,N,Y,N,Y,N,Y,N,N,N,충청남도천안의료원,68.67866497
3,의료법인영서의료재단천안충무병원,041-570-7519,A2400012,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,10,73,2,2.02E+13,Y,0,4,Y,A2400012,383,의료법인영서의료재단천안충무병원,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,의료법인영서의료재단천안충무병원,94.58954744
2,청양군보건의료원,041-940-4951,E2400032,0,0,0,0,0,0,0,0,0,0,0,0,Y,N,0,0,N1,6,0,0,2.02E+13,N1,0,1,Y,E2400032,384,청양군보건의료원,N,N,N,N,Y,N,N,N,N,N,N,N,청양군보건의료원,-1.832115959
2,충청남도홍성의료원,041-630-6119,A2400007,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,15,158,12,2.02E+13,Y,0,4,Y,A2400007,386,충청남도홍성의료원,N,N,N,N,Y,N,N,N,N,N,N,N,충청남도홍성의료원,62.43655903
1,의료법인힐링의료재단옥천성모병원,043-730-7119,A2300011,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,62,0,2.02E+13,Y,0,2,Y,A2300011,389,의료법인힐링의료재단옥천성모병원,Y,N,N,N,Y,N,Y,N,N,N,N,N,의료법인힐링의료재단옥천성모병원,49.08395866
3,의료법인명지의료재단명지병원,043-640-8117,A2300009,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,21,2,2.02E+13,Y,0,3,Y,A2300009,391,의료법인명지의료재단명지병원,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,의료법인명지의료재단명지병원,65.14828383
2,의료법인자산의료재단제천서울병원,043-643-2327,A2300005,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,20,46,3,2.02E+13,Y,0,2,Y,A2300005,392,의료법인자산의료재단제천서울병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,의료법인자산의료재단제천서울병원,74.94215514
2,의료법인건명의료재단진천성모병원,043-537-9119,A2300013,0,0,0,0,0,0,0,Y,0,0,0,0,Y,N,0,0,Y,8,85,1,2.02E+13,Y,0,5,Y,A2300013,393,의료법인건명의료재단진천성모병원,N,N,N,N,Y,N,N,N,N,N,N,N,의료법인건명의료재단진천성모병원,47.53207464
3,의료법인인화재단한국병원,043-222-6177,A2300007,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,30,3,2.02E+13,Y,0,5,Y,A2300007,394,의료법인인화재단한국병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,의료법인인화재단한국병원,100.1182551
2,의료법인정산의료재단효성병원,043-222-8275,A2300003,0,0,N,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,17,102,10,2.02E+13,Y,0,4,Y,A2300003,395,의료법인정산의료재단효성병원,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,의료법인정산의료재단효성병원,91.5040233
2,충북대학교병원,043-269-6993,A2300001,0,Y,Y,0,0,0,0,Y,0,Y,0,2,Y,N,1,0,Y,12,67,7,2.02E+13,Y,8,13,Y,A2300001,396,충북대학교병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,충북대학교병원,167.5542458
3,충청북도청주의료원,NA,A2300006,0,0,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,340,13,2.02E+13,Y,0,5,Y,A2300006,397,충청북도청주의료원,N,N,N,N,Y,N,Y,N,Y,N,N,Y,충청북도청주의료원,112.9924033
3,청주성모병원,043-219-8119,A2300008,0,0,Y,0,0,5,0,Y,0,Y,0,0,Y,N,0,0,Y,10,113,0,2.02E+13,Y,0,8,Y,A2300008,398,청주성모병원,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,청주성모병원,133.153484
2,의료법인한마음의료재단하나병원,043-230-6122,A2300002,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,3,62,0,2.02E+13,Y,0,7,Y,A2300002,399,의료법인한마음의료재단하나병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,의료법인한마음의료재단하나병원,90.44835339
2,건국대학교의료원충주병원,043-840-8330,A2300010,0,Y,Y,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,8,36,6,2.02E+13,Y,0,5,Y,A2300010,401,건국대학교의료원충주병원,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,건국대학교의료원충주병원,126.5548444
2,충청북도충주의료원,043-871-9119,A2300004,0,0,0,0,0,0,0,Y,0,Y,0,0,Y,N,0,0,Y,7,135,3,2.02E+13,Y,0,4,Y,A2300004,402,충청북도충주의료원,N,N,N,N,Y,Y,Y,N,N,N,N,N,충청북도충주의료원,76.67338693
